id,content,买方,卖方,标的
1204998325,"华锐风电科技(集团)股份有限公司关于收购张家口博德玉龙电力开发有限公司80%股权的补充公告。重要提示：玉龙公司目前面临破产重组风险。股权收购后，公司将与玉龙公司联动协作，集中华锐风电各方面资源优势，快速恢复玉龙公司现有风场设备正常运行，以确保发电收入稳定。请投资者注意投资风险。玉龙公司经审计净资产为-487,12.19万元，评估值为12,161.60万元。本次交易标的股权以评估值为参考，以总对价11,500万元收购玉龙公司80%股权，相比评估值溢价18.2%。华锐风电科技（集团）股份有限公司（以下简称“公司”或“华锐风电”）于2018年5月19日在中国证券报、上海证券报及上海证券交易所网站上刊登了《关于收购张家口博德玉龙电力开发有限公司80%股（以下简称“张家口锐电”）以1.15亿元收购张家口博德玉龙电力开发有限公司（以下简称“玉龙公司”）80%股权。其中，以6500万元收购天津市博德房地产经营有限公司（以下简称“博德房产公司”）所持有的玉龙公司50%股权，以5000万元收购广东猛狮新能源科技股份有限公司（以下简称“猛狮科技”）所持有的玉龙公司30%股权。应上海证券交易所监管要求，为充",华锐风电科技(集团)股份有限公司,天津市博德房地产经营有限公司、广东猛狮新能源科技股份有限公司,张家口博德玉龙电力开发有限公司
1204998450,"厦门象屿股份有限公司关于收购象道物流20%股权的进展公告。2018年4月12日，厦门象屿股份有限公司（以下简称“公司”）召开第七届董事会第二十三次会议审议通过了《关于收购厦门象道物流有限公司20%股权的议案》，同意公司收购参股公司厦门象道物流有限公司（以下简称“象道物流”）20%股权。在不高于经厦门市国资委核准的评估值的前提下，双方协商同意转让价格为31,620万元。。2018年5月21日，公司收到《厦门市人民政府国有资产监督管理委员会关于对厦门象屿股份有限公司拟购买股权涉及的厦门象道物流有限公司股东部分权益资产评估报告核准的复函》，厦门市人民政府国有资产监督管理委员会核准本次交易标的象道物流20%股权的评估价值为32,845.47万元。截至本公告日，象道物流已完成上述20%股权的变更登记手续，变更后公司持有象道物流60%的股权。特此公告。厦门象屿股份有限公司董事会2018年5月24日",厦门象屿股份有限公司,厦门象道物流有限公司,厦门象道物流有限公司
1205001551,"喜悦娱乐(杭州)股份有限公司关于出售参股公司股权的公告。一、交易概况（一）基本情况出让方：喜悦娱乐（杭州）股份有限公司。受让方：陈文博。交易标的：公司持有的杭州次世代动漫有限公司（以下简称“次世代公司”）50%的股权。交易事项：公司将次世代公司50%的股权转让给陈文博。交易价格：人民币1,608,926.42元。本次转让交易不构成关联交易。公司2017年度经审计的合并财务报表期末资产总额为人民币88,594,438.59元，净资产为人民币62,435,539.68元，本次交易金额为1,608,926.42元,占公司最近一期经审计的合并报表期末资产总额的比重为1.82%，未达到50%，占公司最近一期经审计的合并财务会计报表期末净资产额的比例为2.58%，未达到50%，故本次交易不构成《非上市公众公司重大资产重组管理方法》规定的重大资产重组。",陈文博,喜悦娱乐（杭州）股份有限公司,杭州次世代动漫有限公司
1205001995,"北京友宝在线科技股份有限公司出售股权资产的公告。一、交易概况（一）基本情况出售方：北京友宝在线科技股份有限公司（以下简称“友宝在线”或“公司”）受让方：上海正海国聚创业投资中心（有限合伙）、嘉兴万翔投资合伙企业（有限合伙）、浙江安吉安海投资合伙企业（有限合伙）、王钧、徐海东交易标的：友宝在线所持有的青岛易触数码科技有限公司（以下简称“易触数码”）13.3157%的股权交易事项：公司将持有的参股公司易触数码的1.6296%股权转让给上海正海国聚创业投资中心（有限合伙）、2.0370%股权转让给嘉兴万翔投资合伙企业（有限合伙）、1.2222%股权转让给浙江安吉安海投资合伙企业（有限合伙）、4.0741%股权转让给王钧、4.3527%股权转让给徐海东交易价格：3,268.40万元（现金支付）本次交易不构成重大资产重组。根据《非上市公众公司重大资产重组管理办法》的相关规定，构成重大资产重组的标准为：1、购买、出售的资产总额占公众公司最近一个会计年度经审计的合并财务会计报表期末资产总额的比例达到50%以上；2、购买、出售的资产净额占公众公司最近一个会计年度经审计的合并财务会计报表期末净资产额的比",上海正海国聚创业投资中心、嘉兴万翔投资合伙企业、浙江安吉安海投资合伙企业,北京友宝在线科技股份有限公司,青岛易触数码科技有限公司
1205001995,"北京友宝在线科技股份有限公司出售股权资产的公告。一、交易概况（一）基本情况出售方：北京友宝在线科技股份有限公司（以下简称“友宝在线”或“公司”）受让方：上海正海国聚创业投资中心（有限合伙）、嘉兴万翔投资合伙企业（有限合伙）、浙江安吉安海投资合伙企业（有限合伙）、王钧、徐海东交易标的：友宝在线所持有的青岛易触数码科技有限公司（以下简称“易触数码”）13.3157%的股权交易事项：公司将持有的参股公司易触数码的1.6296%股权转让给上海正海国聚创业投资中心（有限合伙）、2.0370%股权转让给嘉兴万翔投资合伙企业（有限合伙）、1.2222%股权转让给浙江安吉安海投资合伙企业（有限合伙）、4.0741%股权转让给王钧、4.3527%股权转让给徐海东交易价格：3,268.40万元（现金支付）本次交易不构成重大资产重组。根据《非上市公众公司重大资产重组管理办法》的相关规定，构成重大资产重组的标准为：1、购买、出售的资产总额占公众公司最近一个会计年度经审计的合并财务会计报表期末资产总额的比例达到50%以上；2、购买、出售的资产净额占公众公司最近一个会计年度经审计的合并财务会计报表期末净资产额的比",王钧、徐海东,北京友宝在线科技股份有限公司,青岛易触数码科技有限公司
1205002101,基本情况转让方：上海希奥信息科技股份有限公司受让方：上海亦昕企业管理合伙企业（有限合伙）交易标的：公司持有的上海宇桓信息系统有限公司1%的股权。交易事项：公司拟将持有的上海宇桓信息系统有限公司1%的股权转让给上海亦昕企业管理合伙企业（有限合伙）。本次交易不构成关联交易。根据《非上市公众公司重大资产重组管理办法》（以下简称“重组管理办法”）：“公众公司及其控股或者控制的公司购买、出售的资产，达到下列标准之一的，构成重大资产重组：（一）购买、出售资产总额占公众公司最近一个会计年度经审计的合并财务会计报表期末资产总额的比例达到50%以上；,上海亦昕企业管理合伙企业,上海希奥信息科技股份有限公司,上海宇桓信息系统有限公司
1205005424,湖南力天高新材料股份有限公司关于补发收购股权的声明公告。本湖南力天高新材料股份有限公司（以下简称“公司”）于2018年5月25日披露《湖南力天高新材料股份有限公司关于收购股权的旧物资精深加工产业，提高企业竞争力，创造新的利润点，公司拟收购自然人股东龙正茂持有湖南力天能源科技有限公司（以下简称“力天能源”）72.73%的股权，交易金额0元，本次收购完成后，公司将持有力天能源72.73%的股权。同时公司控股股东李湘军拟收购自然人股东龙正茂、罗玲合计持有湖南力天能源科技有限公司26.27%的股份，交易金额0元。本次股权交易已于2018年5月11日完成并进行了工商变更登记，交易后力天能源股权结构如下：序号股东认缴金额持股比例1龙正茂55万元1.00%2湖南力天高新材料股份有限公司4000万元72.73%3李湘军1445万元26.27%根据《公司章程》以及《全国中小企业股份转让系统挂牌公司信息披露细则（试行）》等规定，上述交易应及时进行审议并披露，亦未,湖南力天高新材料股份有限公司,龙正茂,湖南力天能源科技有限公司
1205005425,交易概况（一）基本情况根据公司战略发展需要，湖南力天高新材料股份有限公司（以下简称“公司”）拟收购自然人股东龙正茂持有湖南力天能源科技有限公司（以下简称“力天能源”）共计72.73%的股权，交易金额0元，本次收购完成后，公司将持有力天能源72.73%的股权。同时公司控股股东李湘军拟收购自然人股东龙正茂、罗玲合计持有湖南力天能源科技有限公司26.27%的股份，交易金额0元。本次收购构成关联交易，不构成重大资产重组事项。,湖南力天高新材料股份有限公司,龙正茂,湖南力天能源科技有限公司
1205006745,"天马轴承集团股份有限公司关于收购北京云纵信息技术有限公司13.2%股权交易的进展公告。一、关联交易的基本情况天马轴承集团股份有限公司（以下简称“公司”）于2018年4月27日召开第六届董事会第十八次会议审议通过了《关于收购北京云纵信息技术有限公司13.2%股权暨关联交易的议案》。本公司全资子公司喀什耀灼创业投资有限公司（以下简称“喀什耀灼”）拟以人民币7,035万元向北京仁文经贸有限公司（以下简称“仁文经贸”）收购其持有的北京云纵信息技术有限公司（以下简称“云纵信息”）4.2%股权；以人民币15,075万元向天津盈盛捷耀科技信息咨询有限公司（以下简称“盈盛捷耀”）收购其持有的云纵信息9%股权。具体内容详见2018年4月28日公司刊登于《证券时报》、《上海证券报》、《证券日报》和公司指定信息披露网站巨潮资讯网的《关2018-056）。",喀什耀灼创业投资有限公司,北京仁文经贸有限公司、天津盈盛捷耀科技信息咨询有限公司,北京云纵信息技术有限公司
1205010046,"宜华健康医疗股份有限公司关于公司子公司收购浙江琳轩亲和源投资有限公司90%股权暨关联交易的公告。一、交易概述2018年5月28日，宜华健康医疗股份有限公司（以下简称“公司”或“宜华健康”）召开第七届董事会第二十次会议，审议通过了《关于公司子公司收购浙江琳轩亲和源投资有限公司90%股权暨关联交易的议案》，公司全资子公司亲和源集团有限公司（以下简称“亲和源”）拟通过支付现金方式以14,400万元价格购买汕头市宜鸿投资有限公司所持浙江琳轩亲和源投资有限公司(以下简称“浙江亲和源”)90%股权，本次交易完成后，亲和源将持有浙江亲和源100%股权。公司控股股东宜华企业（集团）有限公司持有汕头市宜鸿投资有限公司60%股权，本次交易构成关联交易，关联董事陈奕民先生、刘壮青先生、王少侬女士回避表决。本次交易不构成《上市公司重大资产重组管理办法》规定的重大资产重组。本次交易事项已经公司第七届董事会第二十次会议审议通过，独立董事发表了事前认可意见和独立意见。根据深圳证券交易所《股票上市规则》和《公司章程》等相关规定，本次交易需提交股东大会审议。",亲和源集团有限公司,汕头市宜鸿投资有限公司,浙江琳轩亲和源投资有限公司
1205010108,"广发证券股份有限公司关于广东星徽精密制造股份有限公司现金收购星野投资（香港）有限公司100%股权暨关联交易的核查意见。广发证券股份有限公司（以下简称“广发证券”或“保荐机构”）作为广东星徽精密制造股份有限公司（以下简称“星徽精密”、“公司”或“发行人”）持续督导的保荐机构，根据《证券发行上市保荐业务管理办法》、《深圳证券交易所创业板股票上市规则》及《深圳证券交易所上市公司保荐工作指引》等相关规定，对公司现金收购星野投资（香港）有限公司100%股权暨关联交易事项进行了核查，核查情况如下：一、交易概述广东星徽精密制造股份有限公司（以下简称“公司”）于2018年5月28日与广东星野投资有限责任公司（以下简称“广东星野”）共同签署了《广东星徽精密制造股份有限公司与广东星野投资有限责任公司关于收购星野投资（香港）有限公司之股权收购协议》（以下简称“股权收购协议”），公司以17,019.76万元人民币收购广东星野持有的星野投资（香港）有限公司（以下简称“香港星野”或“标的公司”）100%股权。广东星野为公司的控股股东，香港星野为广东星野全资控股的香港子公司，因此本次交易构成关联交易。2018年5月",广东星徽精密制造股份有限公司,广东星野投资有限责任公司,星野投资（香港）有限公司
1205010864,"贵州远方生态环保科技股份有限公司关于出售子公司股权暨关联交易的公告。一、交易概况（一）基本情况出售方：贵州远方生态环保科技股份有限公司（以下简称“公司”）交易方：张鼎、吕诗静交易标的：贵州远方城投市政环境有限公司（以下简称“远方城投”）100%的股权。交易事项：张鼎、吕诗静以1,500,000.00元的价格购买公司持有的远方城投100%的股权。协议签署日期：股权转让协议尚未签署，待股东大会审议通过后2个工作日内签署协议。本次出售资产交易的交易对方张鼎为公司法定代表人、控股股东、实际控制人、董事长、总经理，同时兼任远方城投法定代表人、执行董事；吕诗静为公司实际控制人、董事、副总经理,张鼎和吕诗静系夫妻关系。因此本次交易构成偶发性关联交易。本次出售资产的交易不构成重大资产重组。说明如下：公众公司及其控股或者控制的公司购买、出售资产，达到下列标准之一的，构成重大资产重组：（一）购买、出售的资产总额占公众公司最近一个会计年度经审计的合并财务会计报表期末资产总额的比例达到50%以上；",张鼎、吕诗静,贵州远方生态环保科技股份有限公司,贵州远方城投市政环境有限公司
1205011339,四川新港联行置业股份有限公司收购控股子公司少数股东股权暨关联交易的公告。一、交易概况（一）基本情况四川新港联行置业股份有限公司（以下简称“公司”）拟收购控股子公司成都依家生活商业管理有限公司（以下简称“成都依家商管”）少数股东张月所持有的49%的股权，本次交易对价为0元。本次交易不构成重大资产重组，构成关联交易。,四川新港联行置业股份有限公司,张月,成都依家生活商业管理有限公司
1205012062,"上海群康沥青科技股份有限公司关于出售股权资产的公告。本一、交易概况(一)基本情况路菲特(北京)科技有限公司系上海群康沥青科技股份有限公司全资子公司。路菲特科技于2012年6月4日与骆锋奇共同设立深圳路菲特沥青科技有限公司，路菲特科技占股51%，因公司战略规划和业务发展需要，公司拟将路菲特科技持有深圳路菲特51%的股权转让给骆锋奇。本次拟交易金额人民币1.00元，本次交易的定价依据为沃克森(北京)国际资产评估有限公司2018年4月25日出具的《上海群康沥青科技股份有限公司拟转让股权项目涉及的深圳路菲特沥青科技有限公司股东全部权益资产评估报告》，报告编号为：沃克森评报字(2018)第0638号,截至评估基准日2017年12月31日,深圳路菲特所有者权益评估值-9.30万元。2017年期末经审计的深圳路菲特所有者权益-93,033.08元。本次交易价格以评估结果为参考依1/6据，经交易各方协商确定，本次交易定价公允，不存在损害公司和其它股东利益的情",骆锋奇,路菲特(北京)科技有限公司,深圳路菲特沥青科技有限公司
1205012914,"广晟有色金属股份有限公司关于收购控股子公司少数股东股权暨关联交易的公告。重要内容提示：关联交易内容：公司拟收购控股子公司德庆兴邦稀土新材料有限公司（以下简称“兴邦公司”）少数股东持有的剩余12%股权，交易价格为1871.106万元。此次交易完成后，公司将持有兴邦公司100%股权。根据《上海证券交易所上市公司关联交易实施指引》（以下简称“《关联交易实施指引》”）第八条等相关规定，本次交易的交易对方吴英杰先生为公司关联自然人，本次交易构成关联交易。除本次交易外，过去12个月公司与吴英杰先生未发生关联交易。本次交易已经公司董事会审议通过，无须提交股东大会审议批准。一、关联交易概述兴邦公司系广晟有色金属股份有限公司（以下简称“广晟有色”或“公司”）持股88%的控股子公司。公司于2018年5月28日召开的第七届董事会2018年第四次会议审议并一致通过了《关于拟收购1控股子公司兴邦公司12%股权的议案》，同意公司以自有资金收购兴邦公司自然人股东吴英杰所持的12%股权，交易作价为1,871.106万元。此次交易完成后，公司将持有兴邦公司100%股权。根据《关联交易实施指引》第八条相关规定及公司2",广晟有色金属股份有限公司,吴英杰,德庆兴邦稀土新材料有限公司
1205013873,"恺英网络股份有限公司关于全资子公司收购浙江九翎网络科技有限公司部分股权的公告。一、本次交易概述1、交易情况恺英网络股份有限公司于2018年5月29日召开公司第三届董事会第三十一次会议，会议审议通过了《关于全资子公司收购浙江九翎网络科技有限公司部分股权的议案》。为加快游戏主营业务发展、增强核心竞争力、提升盈利能力，公司全资子公司上海恺英网络科技有限公司拟以106,400万元人民币收购浙江九翎网络科技有限公司股东周瑜、黄燕、李思韵及张敬合计持有的70%股权，并于2018年5月28日签署了《股权转让协议》。本次收购完成后，上海恺英将持有浙江九翎70%股权。2、审议程序本次收购浙江九翎事项已经2018年5月29日公司召开的第三届董事会第三十一次会议审议，以6票同意、0票反对、0票弃权的表决结果通过。本次事项属于董事会审议范围，无需提交公司股东大会审议。3、关联关系本次交易不涉及关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组情况。",上海恺英网络科技有限公司,周瑜、黄燕、李思韵、张敬,浙江九翎网络科技有限公司
1205014198,"吉艾科技集团股份公司关于出售子公司股权及债权暨关联交易的公告。吉艾科技集团股份公司（以下简称“公司”或“甲方”）于2018年5月29日召开第三届董事会第三十五次会议及第三届监事会第十七次会议，审议通过了《关于出售子公司股权及债权暨关联交易的议案》，公司拟以405,156,035.61元的价格向公司董事长、控股股东及实际控制人一致行动人黄文帜先生转让本公司持有的吉艾（天津）石油工程有限公司（以下简称“吉艾天津”）100%的股权及债权，其中：吉艾天津公司的股权转让价款为125,034,400.00元，债权转让价款为280,706,776.50元。此次交易完成后公司不再持有吉艾天津的股权及债权。此次交易不构成重大资产重组，无需经过有关部门批准，本议案尚需提交公司股东大会审议。现将相关事项公告如下：一、交易概述1、交易的基本情况公司依据未来发展战略规划，为进一步整合资源、优化资产结构、提升资产质量，降低对外投资风险，拟以405,741,176.50元的价格向公司董事长、控股股东及实际控制人一致行动人黄文帜先生转让本公司持有的吉艾（天津）石油工程有限公司（以下简称“吉艾天津”）100%的股权及债",黄文帜,吉艾科技集团股份公司,吉艾（天津）石油工程有限公司
1205014228,哈尔滨誉衡药业股份有限公司哈尔滨誉衡药业股份有限公司关于终止收购上海瑾呈信息科技（集团）有限公司股权的公告。一、收购事项概述2017年12月18日，哈尔滨誉衡药业股份有限公司（以下简称“公司”）召开的第四届董事会第四次会议审议通过了《关于授权董事长朱吉满先生签订<收购框架协议>的议案》，同意公司收购弓静、樟树市亚新投资管理中心（有限合伙）（以下简称“交易对方”）持有的上海瑾呈信息科技（集团）有限公司（以下简称“瑾呈集团”）70%股权。具体内容详见2017年12月20日披露于《中国证券报》、《证券时报》及巨潮资讯网的《关于签订<收购框架协议>的公告》。,哈尔滨誉衡药业股份有限公司,弓静,上海瑾呈信息科技（集团）有限公司
1205014228,哈尔滨誉衡药业股份有限公司哈尔滨誉衡药业股份有限公司关于终止收购上海瑾呈信息科技（集团）有限公司股权的公告。一、收购事项概述2017年12月18日，哈尔滨誉衡药业股份有限公司（以下简称“公司”）召开的第四届董事会第四次会议审议通过了《关于授权董事长朱吉满先生签订<收购框架协议>的议案》，同意公司收购弓静、樟树市亚新投资管理中心（有限合伙）（以下简称“交易对方”）持有的上海瑾呈信息科技（集团）有限公司（以下简称“瑾呈集团”）70%股权。具体内容详见2017年12月20日披露于《中国证券报》、《证券时报》及巨潮资讯网的《关于签订<收购框架协议>的公告》。,哈尔滨誉衡药业股份有限公司,樟树市亚新投资管理中心,上海瑾呈信息科技（集团）有限公司
1205017559,南京奥联汽车电子电器股份有限公司关于收购控股子公司奥联技术剩余49%股权的进展公告。一、对外投资概述南京奥联汽车电子电器股份有限公司（以下简称“公司”）于2017年12月8日召开第二届董事会第十二次会议，审议通过了《关于收购控股子公司奥联技术剩余49%股权的议案》，并于2017年12月11日在巨潮资讯网上披露了《关于收购控股不超过610.5155万元收购南京奥联汽车电子技术有限公司（以下简称“奥联技术”）剩余49%的股权，收购完成后，公司将持有奥联技术公司100%股权，奥联技术公司成为公司的全资子公司。,南京奥联汽车电子电器股份有限公司,南京奥联汽车电子技术有限公司,南京奥联汽车电子技术有限公司
1205021095,山西仟源医药集团股份有限公司关于收购西藏仟源药业有限公司剩余30%股权的进展公告。本2018年4月25日山西仟源医药集团股份有限公司（以下简称“公司”）召开的第三届董事会第十九次会议审议通过了《关于公司收购西藏仟源药业有限公司剩余30%股权的议案》。详细信息见公司于2018年4月26日在中国证监会指定创业板信息披露网站“巨潮资讯网”发布的相关公告。2018年5月30日，西藏仟源药业有限公司（以下简称“西藏仟源”）已完成了工商登记变更手续，取得了西藏自治区工商行政管理局签发的《营业执照》，《营业执照》登记的相关信息如下：公司名称：西藏仟源药业有限公司公司类型：有限责任公司统一社会信用代码：91540000MA6T1CD64U公司住所：青海省格尔木藏青工业园B区5号法定代表人：顾宝平注册资本：壹仟万圆整营业期限：2016年6月7日至2021年6月6日经营范围：化学原料药，抗生素原料药，中成药，化学药制剂，抗生素制剂，生化药品的销售；中药饮片、中药配方颗粒的销售；中药材的收购和销售；原料中间体、药品中间体的销,山西仟源医药集团股份有限公司,西藏仟源药业有限公司,西藏仟源药业有限公司
1205021503,"宁波激智科技股份有限公司关于收购浙江紫光科技有限公司49%股权的公告。一、交易概述1、宁波激智科技股份有限公司（以下简称“公司”或“激智科技”或“甲方”）于2018年5月31日召开的第二届董事会第十七次会议审议通过了《关于收购浙江紫光科技有限公司49%股权的议案》，同意公司以自有资金7,840万元人民币收购宁波宏峰股权投资合伙企业（有限合伙）、陈晓、张黛红、曾卫华、陈建伟合计持有的浙江紫光科技有限公司（以下简称“紫光科技”、“标的公司”、“丙方”）49%的股权，并签署《关于浙江紫光科技有限公司股权转让协议》（以下简称“《股权转让协议》”）。本次收购前，公司持有紫光科技51%的股权。收购完成后，公司将持有紫光科技100%的股权，紫光科技将成为公司的全资子公司。2、本次交易不构成关联交易、不构成《上市公司重大资产重组管理办法》规定的重大资产重组。3、本次交易已经公司第二届董事会第十七会议审议通过，本次交易涉及的金额在董事会决策权限范围内，无需提交公司股东大会审议。",宁波激智科技股份有限公司,宁波宏峰股权投资合伙企业,浙江紫光科技有限公司
1205021503,"宁波激智科技股份有限公司关于收购浙江紫光科技有限公司49%股权的公告。一、交易概述1、宁波激智科技股份有限公司（以下简称“公司”或“激智科技”或“甲方”）于2018年5月31日召开的第二届董事会第十七次会议审议通过了《关于收购浙江紫光科技有限公司49%股权的议案》，同意公司以自有资金7,840万元人民币收购宁波宏峰股权投资合伙企业（有限合伙）、陈晓、张黛红、曾卫华、陈建伟合计持有的浙江紫光科技有限公司（以下简称“紫光科技”、“标的公司”、“丙方”）49%的股权，并签署《关于浙江紫光科技有限公司股权转让协议》（以下简称“《股权转让协议》”）。本次收购前，公司持有紫光科技51%的股权。收购完成后，公司将持有紫光科技100%的股权，紫光科技将成为公司的全资子公司。2、本次交易不构成关联交易、不构成《上市公司重大资产重组管理办法》规定的重大资产重组。3、本次交易已经公司第二届董事会第十七会议审议通过，本次交易涉及的金额在董事会决策权限范围内，无需提交公司股东大会审议。",宁波激智科技股份有限公司,陈晓、张黛红、曾卫华、陈建伟,浙江紫光科技有限公司
1205021939,"厦门金龙汽车集团股份有限公司关于收购控股子公司少数股权暨关联交易公告。重要内容提示厦门金龙汽车集团股份有限公司（以下简称“金龙汽车”或“本公司”）拟通过非公开发行募集资金方式以募集资金向创兴国际有限公司（以下简称“创兴国际”）收购其持有的厦门金龙联合汽车工业有限公司（以下简称“金龙联合”）25%股权（以下简称“本次交易”）。本次交易作价77,500.00万元。根据《上海证券交易所上市公司关联交易实施指引》的规定，“持有上市公司具有重要影响的控股子公司10%以上股份的法人或其他组织”系上市公司关联法人。鉴于金龙联合系本公司具有重要影响的控股子公司且创兴国际持有金龙联合25%的股权，创兴国际系本公司关联方，前述股权转让系关联交易。过去12个月内，本公司及控股子公司未与创兴国际发生关联交易。本次交易事项尚须获得公司股东大会及商务审批机关审批的批准，本次交易涉及的资产评估报告尚须向福建省人民政府国有资产监督管理委员会（以下简称“福建省国资委”）备案，本次交易涉及的非公开发行事项尚须获取福建省国资委及中国证券监督管理委员会（以下简称“中国证监会”）核准。本次交易不以非公开发行获得中国证监会核",厦门金龙汽车集团股份有限公司,创兴国际有限公司,厦门金龙联合汽车工业有限公司
1205026145,北京云端文化传媒股份有限公司收购股权暨关联交易一、交易概况（一）基本情况收购方：北京云端文化传媒股份有限公司（以下简称“公司”）交易对象：北京永安盛泰控股有限公司（以下简称“永安盛泰”）交易标的：永安盛泰持有的云端影业（北京）有限公司的9%股权。交易事项：公司拟收购永安盛泰持有的云端影业（北京）有限公司的9%股权，本次交易完成后，公司将持有云端影业（北京）有限公司60%的股权。目前，云端影业（北京）有限公司注册资本为人民币1000万元，其注册资本尚未实缴，故公司以0元对价受让云端影业（北京）有限公司9%股权。公司董事刘硕持有交易对手方永安盛泰50%股权，且为永安盛泰法人，因此本次交易涉及关联交易。根据《非上市公众公司重大资产重组管理办法》第二条的相关规定：“公众公司及其控股或者控制的公司购买、出售资产，达到下列众公司最近一个会计年度经审计的合并财务会计报表期末资产总额的比例达到50%以上；,北京云端文化传媒股份有限公司,北京永安盛泰控股有限公司,云端影业（北京）有限公司
1205028495,"江苏华翔控股股份有限公司关于全资子公司江苏华翔电力研究院有限公司收购四川昌陇盛电力设计有限公司股权的公告。一、交易概况（一）基本情况转让方：聂文忠、刘柳受让方：江苏华翔电力研究院有限公司交易标的：四川昌陇盛电力设计有限公司100%股权江苏华翔控股股份有限公司（以下简称“公司”）全资子公司江苏华翔电力研究院有限公司（以下简称“电力研究院”）拟收购聂文忠、刘柳持有的四川昌陇盛电力设计有限公司（以下简称“昌陇盛电力设计”）100%股权，本次收购交易金额人民币壹佰柒拾柒万元整，本次交易完成后，电力研究院将持有昌陇盛电力设计100%股权。本次交易不构成关联交易，无需提交股东大会审议。根据《非上市公众公司重大资产重组管理办法》，电力研究院本次收购昌陇盛电力设计股权的交易对价为人民币壹佰柒拾柒万元整。截至2017年12月31日，公司经审计1的合并财务会计报表期末资产总额141,238,637.06元，经审计的合并财务会计报表期末净资产额79,401,180.93元。本次交易事项未达到《非上市公众公司重大资产重组管理办法》关于重大资产重组标准的规定，故本次交易不构成重大资产重组。",江苏华翔电力研究院有限公司,聂文忠、刘柳,四川昌陇盛电力设计有限公司
1205029567,郑州安图生物工程股份有限公司关于出售控股子公司黑龙江安图久和生物工程有限公司51%股权的公告。一、交易概述郑州安图生物工程股份有限公司（以下简称“安图生物”或“公司”）于2017年9月与自然人王志军合资设立黑龙江安图久和生物工程有限公司（以下简称“黑龙江安图久和”），同意出资510万元人民币与王志军出资490万元人民币合资设立该公司，双方约定以货币出资且于2067年8月30日之前缴足。公司通过设立该控股子公司，旨在进一步提升公司一线的营销服务能力，进一步巩固和扩大公司在黑龙江的竞争优势和市场份额，为股东创造价值。在实际的运营过程中，市场环境和竞争格局发生变化，为更好的维护股东权益，公司与自然人王志军通过友好协商签订《股权转让协议》，协议约定公司向王志军出让所持有黑龙江安图久和51%的股权，因公司还未对该公司进行出资，股权转让价款为0元。该部分股权出让后，公司不再持有黑龙江安图久和的股份。本次交易事项属于公司投资委员会决策权限，无需提交公司董事会批准。该交易事宜已经投资委员会审议通过，双方于2018年5月30日签署股权转让协议。,王志军,郑州安图生物工程股份有限公司,黑龙江安图久和生物工程有限公司
1205030344,杭州巨星科技股份有限公司关于通过全资子公司欧洲巨星收购ListaHoldingAG100%股权的公告。特别提示：1、杭州巨星科技股份有限公司（以下简称“公司”、“本公司”、“巨星科技”）拟以1.845亿瑞士法郎通过全资子公司欧洲巨星股份有限公司（以下简称“欧洲巨星”）收购ListaHoldingAG（以下简称“Lista公司”）100%股权。2、本次收购不涉及关联交易，亦不构成《上市公司重大资产重组管理办法》规定的重大资产重组，不需要提交股东大会批准。3、本次收购标的为境外公司股权，尚需获得欧盟和中国相关机构的备案和批准，通过存在一定不确定性。一、交易概述1、交易基本情况为进一步优化巨星科技产业布局，提升公司的综合竞争力，公司与CapvisGeneralPartnerIILtd签署了《股权购买协议》（以下简称“协议”），约定以1.845亿瑞士法郎收购Lista公司100%股权，成为其控股股东。2、董事会审议情况2018年6月1日，公司第四届董事会第九次会议审议通过《关于通过全资子公司欧洲巨星收购ListaHoldingAG100%股权的议案》。根据《深圳证券交易所股票上市规则》和《公司,欧洲巨星股份有限公司,ListaHoldingAG,ListaHoldingAG
1205030511,深圳市皇庭国际企业股份有限公司关于继续收购深圳市同心小额再贷款有限公司部分股权暨关联交易的公告。一、关联交易概述（一）、关联交易的基本情况为了落实公司战略转型，推动公司金融服务业务落地，并基于对深圳市同心小额再贷款有限公司（以下简称“同心再贷款”）业务的看好，公司拟与公司参股公司深圳市同心投资基金股份公司（以下简称“同心基金”）签署《股权转让协议》，继续收购同心再贷款35%的股权，股权收购价格为人民币4.2亿元。截至本公告披露日，公司按实缴注册资本直接及间接合计持有同心再贷款66.28%的股份。本次收购完成后，公司按实缴注册资本将直接及间接合计持有同心再贷款84.44%的股份。(二)、关联关系说明公司董事长郑康豪先生为同心基金法定代表人兼董事长，且同心基金未纳入公司合并报表范围，故同心基金为本公司的关联法人，此项交易构成关联交易。（三）、表决情况2018年5月31日，本公司第八届董事会以现场结合通讯表决方式召开二〇一八年第五次临时会议，关联董事郑康豪先生回避表决，其余4名非关联董事审议通过《关于继续收购深圳市同心小额再贷款有限公司部分股权暨关联交易的议案》。公司独立董事事前认可并发表了,深圳市皇庭国际企业股份有限公司,深圳市同心投资基金股份公司,深圳市同心小额再贷款有限公司
